word,count
appearance,26
isioans,1
loaft,21
foassitable,1
hoarmo,1
universe,8
gentle,25
ascen,1
upward,3
us,139
toward,11
perfection,6
xe2x80x9cxe2x80x9d,1
dually,2
downwards,5
locxc5x82e,2
immortal,3
revive,3
romes,4
exalted,4
beauties,5
descry,2
piles,2
lie,20
setting,12
ent,4
spent,8
mug,2
shew,17
magnif,1
aspiroagoa,1
dmuch,1
aspiring,2
tent,5
spared,1
heaped,5
macnixe2x80x98ficestly,1
magniffcnt,1
pompossly,1
splen,1
didly,1
beau,2
kingly,5
oaft,1
crouds,1
lives,16
peopled,1
empiroa,1
highly,6
tooa,1
magnificently,1
hs,2
handywork,1
groaws,1
coasoal,1
lian,1
grandee,1
venice,5
ently,1
proves,5
duke,11
shaft,8
port,9
masasifier,1
moal,1
xe2x80xa0,4
praises,10
enconiasti,1
extoller,1
primitive,2
magoa,1
star,8
egyptioan,1
garded,1
relation,10
notwithstanding,5
river,11
nilus,2
encreases,1
bulk,12
proceeded,2
magnify,4
magnificoa,1
exaggeroa,1
amplify,1
extol,3
oration,2
macon,1
ambassador,2
glut,1
hearers,1
exalt,2
elevate,1
estimation,1
giantangels,1
day,83
thunders,2
magniffd,1
cre,2
created,3
destroy,16
ioasoa,1
vii,30
pride,31
pretension,1
oavery,2
dan,2
yourselves,6
noaw,1
overthrown,1
job,12
xix,5
dam,6
viii,46
25,6
encrease,4
globules,3
glasses,7
thousand,40
lockr,1
true,45
refleamption,1
see,111
brings,7
fool,18
magniffing,2
mans,28
own,111
pe,2
seem,23
large,43
throoagh,1
mists,9
dines,1
apt,14
poapes,5
fy,1
critioan,1
effe,1
assured,5
father,34
wanted,9
governess,1
xc3x8d,2
eaten,4
greensickness,1
magnified,3
432,1
masonitude,1
celestial,4
vigour,8
armxe2x80x99d,1
comparative,5
extraordinary,3
touching,8
trunk,4
stem,2
hard,35
find,69
bigger,6
woarld,1
repose,2
counsel,9
fide,5
lity,3
discretion,7
managing,1
affairs,19
religion,35
justice,14
create,5
others,68
diffidence,4
behold,14
goodly,4
heavn,29
consisting,30
compute,4
magnitudes,3
grain,14
atom,1
firmament,3
compard,2
afist,1
l,39
convince,2
youre,3
devout,3
lo,6
sure,22
peer,2
prydenxe2x80x99,1
xe2x80x98xc4xab,1
particles,10
dispos,1
juv,17
intervals,4
empty,12
spaces,2
equal,43
cles,4
particis,1
space,17
between,70
ais,1
smaller,5
parisks,1
newtonxe2x80x99s,1
cpticoa,1
magpie,4
62divp,1
macfie,1
pie,2
pira,1
moag,1
contracted,14
margaret,1
phil,5
sparrow,3
poll,1
parrot,1
taught,18
augurs,1
understood,9
relations,2
moapies,1
choughs,2
rooks,1
brought,49
forth,44
secretst,1
blood,62
dissimulation,1
expressed,5
lady,22
wearing,1
vizard,1
faces,6
righthand,2
spenser,37
de,21
scribed,1
looking,4
lattice,1
peacham,19
drawing,13
white,44
prating,2
height,19
majestically,2
stalk,6
stately,10
worthless,4
animal,24
plies,3
wags,2
tail,9
flutter,3
magydare,1
magudaris,1
xc2xa7en,1
smaeben,1
maegsen,1
margd,1
unmarried,1
virgin,14
wives,10
daughters,10
maids,15
fill,18
cistern,3
list,4
wrinkld,1
faded,1
witherd,2
maiden,14
sayst,1
am,61
solely,2
nice,10
direa9tion,3
maidens,5
employed,14
residue,1
repairing,3
ways,15
building,6
bridges,1
endowing,1
carew,9
deluded,2
maid,27
bridal,1
bed,25
rose,18
approaching,1
die,39
said,33
lose,21
spotless,2
servant,11
nerissa,1
myself,27
mean,69
live,41
widows,4
merch,1
wenice,3
tancred,1
visited,3
bowr,1
cheek,2
custom,15
kissd,1
blessd,3
kneeling,1
dismissd,1
dryd,32
closet,2
attended,4
seeks,5
shady,3
solitary,3
grove,4
rotwe,1
ply,2
purple,7
loom,2
weave,2
deck,2
regal,7
room,6
female,27
child,19
lev,4
xii,15
skate,1
virgins,4
nymphs,6
rowd,1
maenalus,1
amid,5
favourxe2x80x99d,1
addisons,76
ovids,2
metamorph,1
unused,2
unpolluted,1
fleshed,1
strew,2
flowers,28
chaste,5
grave,16
henry,114
blossom,3
scorn,14
fashion,16
maidenr,1
plant,57
native,12
southern,7
france,15
mediterranean,3
grows,14
rocks,11
ruins,6
june,3
drawn,19
mantle,15
grass,10
green,22
garland,3
bents,2
kingscup,1
maidenhair,1
peach,2
maxe2x80x99idenhode,1
maxe2x80x99idenhood,1
virginity,5
purity,5
freedom,5
contamination,1
modest,8
lore,2
maidenhood,2
sojourn,2
oh,18
whither,2
wood,18
tyrant,4
den,2
fairfax,12
hated,4
chambers,4
closets,2
mewes,1
broad,11
fields,16
preservd,4
maidenhead,5
example,15
terrible,4
shews,13
wreck,2
hood,3
cannot,59
