word,count
german,23
suit,8
consistent,2
fadge,2
master,29
loves,22
dearly,5
poor,42
monster,7
fond,30
seems,38
dote,2
agree,11
quarrel,8
live,42
amity,3
fadgxe2x80x99d,1
ears,15
engagd,2
dogs,12
snarl,3
bone,16
theyve,2
succeed,8
hit,5
fetch,29
goes,19
presently,4
lestranges,2
fabloa,1
unless,20
perhaps,35
ludi,2
crous,2
low,45
compositions,1
fces,1
excrements,2
express,16
ingredients,4
settlings,1
after,112
distillation,2
infusion,1
21incy,1
fag,7
fatigo,4
weary,18
faint,30
weariness,4
creighton,1
witheld,1
xe2x80x99till,7
italian,18
begun,10
41ackenzies,1
lives,12
gend,1
web,2
cloath,11
coarser,1
ma,5
terials,2
meaner,3
worlds,5
fugend,1
nation,27
lies,32
fanshaw,1
worst,10
fixt,5
fooaend,1
apt,15
kindly,7
collier,14
envy,11
fagot,3
fagod,1
welsh,11
armorick,1
bundle,6
sticks,7
bound,27
pile,6
hay,3
bellows,1
raised,18
newly,8
flame,40
fairfax,17
spare,13
fagots,3
enow,1
pitchy,1
barrels,3
fatal,28
stake,4
mitres,1
rewards,1
consecrated,3
syllables,3
110t,1
ipattys,1
improvement,16
purpose,31
prince,25
filled,14
successfully,3
generals,5
times,70
fascines,2
numbered,1
musterroll,1
existing,1
fagoat,1
tie,4
warm,16
picking,1
fagoted,1
notions,6
fell,98
rhymd,1
rattled,1
failer,1
faeln,1
pezron,1
deficient,4
cease,18
fall,197
short,34
equal,27
demand,2
waters,25
flood,28
decayeth,1
drich,1
job,11
xiv,9
money,24
barter,1
1ocke,2
extina9t,2
help,25
godly,1
ceasoath,1
faithfulfil,1
ps,13
xii,19
et,6
joab,3
issue,13
sa,17
29,6
perish,7
titan,1
mighty,22
loss,28
dismayxe2x80x99d,1
heavens,6
thxe2x80x99,57
immortal,4
displayxe2x80x99d,1
remembrance,6
grief,16
last,57
sickness,4
faild,3
gone,14
helpeth,3
holpen,1
1s,2
xxxi,7
torn,3
languish,5
sistance,2
wroth,2
lvii,3
decay,21
decline,7
eyes,73
cxix,1
82,1
perceive,7
thy,250
mortal,17
fight,102
fal,4
objects,12
impair,1
miss,12
consider,7
deformity,2
sign,13
deceiveable,1
seldom,11
faileth,1
essays,23
jest,9
five,41
tryxe2x80x99d,1
taking,17
persuasion,4
overcome,3
fails,5
does,56
grain,12
few,50
failed,5
husiand,1
enjoind,1
oath,8
casket,1
woo,1
maid,11
marriage,8
merch,3
penice,5
failing,4
proceeds,6
failings,4
administration,2
lestrange,15
busied,3
pursuit,5
philoso,1
phers,1
giardian,1
duty,25
endeavour,11
fulfill,1
commands,6
repent,1
pardon,11
acceptance,2
akes,1
preparation,7
fr,70
death,83
desert,9
continue,10
assist,5
supply,22
ship,31
proud,16
lords,13
tune,8
hast,36
oft,40
guile,2
thine,30
blent,1
thee,115
avail,3
wonted,5
fortune,54
fai,7
qu,9
signs,6
moon,19
mens,18
hearts,19
lu,4
xxi,4
26,11
heart,79
fain,21
compounded,6
presumes,1
need,26
superfluous,7
provision,9
beforehand,11
neglect,7
omit,7
needful,6
self,15
davies,31
inventive,1
inspires,3
once,68
warms,4
wanting,12
verb,44
miscarriage,3
unsuccessfulness,2
omission,3
nonperformance,2
mark,21
seest,4
int,4
thyself,13
lewdtongud,1
wife,27
drive,13
ca,2
naanites,1
jos,2
19,10
deficience,3
extinction,1
grounded,2
title,12
crown,30
faill,1
ng,5
deficiency,4
imperfection,1
faults,7
atrocious,2
lapse,3
besides,18
expressions,9
obscurities,1
digby,7
tosoa,1
mild,9
zealous,2
clearest,2
sincerest,1
poape,17
temptations,2
subdue,3
conflicts,2
enemies,18
soul,60
lapses,1
lament,1
recover,2
rogers,11
failure,5
cessation,3
universal,7
springs,8
rivers,13
summer,23
season,12
woodwardxe2x80x99s,2
hi,12
slip,3
subject,25
apoplexy,1
remedy,9
shifting,3
cloaths,10
chanced,1
day,108
surprised,3
owed,1
mere,18
inadvertency,1
slight,12
rean,1
glad,13
chearful,3
scot,2
hand,94
held,30
mirrour,3
bright,30
viewed,1
fing,15
psalm,4
lxxi,1
forced,14
obliged,7
compelled,3
signification,10
arisen,1
original,14
ambiguous,1
equally,7
420divp,1
h,89
cqually,1
rest,59
sentence,4
usi,1
derstood,1
clied,1
doa,2
foar,57
primary,2
meaning,10
early,13
shroud,3
constrain,4
couple,2
eke,2
stan,4
whosoever,4
study,10
fin,25
believe,23
forswear,4
else,47
married,6
rotten,7
medlar,1
measure,41
hildebrand,2
accursed,1
hardy,3
defend,12
wherefore,2
humble,12
castalio,2
trenchers,1
basle,1
starving,4
adjective,18
gladly,3
desirously,1
ac,9
cording,1
earnest,6
wishes,5
furlongs,2
acre,1
barren,8
wouldst,7
urge,5
confess,1
long,109
stifled,2
conceal,4
addisonxe2x80x99s,2
cato,23
woud,1
raphaels,1
godlike,5
rehearse,1
show,30
labours,9
verse,8
plebeians,2
enacted,1
rights,3
privileges,10
level,14
nfrom,1
wish,19
fondly,8
faining,1
eye,49
sole,11
aspect,8
counts,1
felicity,2
famer,1
waste,10
figures,34
gilded,4
clouds,19
while,72
gaze,2
confusion,6
pope,134
sink,13
motionless,1
young,67
women,23
fainted,2
thirst,7
streets,9
judith,4
vii,42
22,15
fasting,4
17,17
hearing,4
dead,42
guardian,15
167,2
feeble,24
watches,4
ecclus,9
xliii,1
io,12
constant,23
follow,37
speedily,3
953,1
dejection,7
spenser,53
lest,11
sad,9
rigorously,2
urgxe2x80x99d,1
terror,8
hide,16
108,1
deject,2
depress,4
enfeeble,1
faints,2
follows,5
fane,6
intemperate,2
climates,4
exhaled,2
heat,60
comprest,1
cold,56
rendered,2
slug,1
gish,1
vivid,1
striking,4
blue,13
compared,2
dark,17
indigo,1
violet,1
darker,1
fainter,4
newt,2
length,21
image,22
measured,3
faintest,2
utmost,21
red,26
excepting,4
penumbra,1
newtons,19
opt,20
naked,17
limbs,12
glowing,6
folds,9
loose,30
floating,6
lawn,2
piercing,2
pump,2
grew,18
neighbouring,5
shepherds,9
common,62
boundary,4
grounds,9
rambler,1
cowardly,4
timorous,4
vigorous,5
ardent,7
won,15
lady,16
proverb,3
camdens,10
rem,5
egyptians,1
pray,19
antony,5
servile,9
octavius,1
dejected,5
depressed,3
endureth,1
contradiction,6
thomson,6
wearied,2
hebr,3
active,9
defects,3
hindered,5
prosecution,2
looseness,2
civil,17
vernment,2
ireland,52
arted,1
timo,1
rous,7
fainthearted,5
tails,1
thes,1
smoaking,1
firebrands,2
resolve,7
next,38
victorious,3
conquerors,1
city,29
fainthcarted,1
cowards,1
knolless,15
tusions,1
late,33
rout,4
oerthrown,2
scatterd,3
round,59
chacd,1
horrour,5
bloody,13
fray,10
knight,16
bear,57
took,33
villain,6
base,14
groveling,3
worthless,5
wretches,2
mongrils,1
traitors,4
faintheartedly,1
faintlearted,1
timorously,3
cowardice,1
timorousness,3
fainting,2
deliquium,1
temporary,4
motion,56
saintings,1
physicians,8
proceed,9
con,39
isemans,4
surgery,25
faintish,1
weakness,16
flight,19
incipient,2
debility,2
lengthens,2
relaxes,1
fibres,17
whence,21
sensation,2
faintshnes,1
