word,count
oaffer,2
elude,1
shift,6
themselves,89
guiltless,4
spite,5
fins,12
precept,6
baffe,1
curse,14
descrwcd,1
grace,32
withdrawn,1
long,110
basica,1
defied,1
confound,9
defeat,3
confusion,11
perplex,3
using,1
loafte,2
sometimes,104
less,63
conquer,5
mezen,1
fairfax,12
etruria,1
brings,15
turnus,2
aid,11
basid,1
host,7
dryoans,2
zoaneid,1
thinking,5
roundly,1
abstruse,1
problem,1
intricate,3
ques,2
toaffloa,1
discourage,2
crush,8
bring,91
foreign,16
potentate,1
trembles,2
war,59
coamploy,1
revenues,2
base,53
designs,7
country,50
2c,4
skill,9
disputant,1
authors,7
missed,2
aims,2
fain,9
retreat,2
frustration,1
loaffic,1
baffler,1
puts,12
defeats,1
experience,4
offer,8
speculation,1
assures,1
possible,4
ages,10
matter,48
fact,6
confute,2
suppositions,2
tongue,45
xc5xa0,1
bag,19
r,124
bee,14
dropping,3
usual,10
harsh,8
consonant,1
bege,1
lage,1
lag,2
sack,6
pouch,1
money,45
cousin,5
england,36
ere,24
shake,15
bags,5
hoarding,1
abbots,2
imprisond,2
angels,7
joahn,4
opens,3
mouth,38
barns,5
waters,24
inclosed,11
burmets,2
confess,11
beneath,24
patriots,1
cloak,4
crackd,1
tag,1
guinea,2
spoke,8
animals,21
particular,36
juices,2
tained,2
poison,11
vipers,3
swelling,20
seampts,1
wanting,11
vent,11
nations,18
health,7
infects,4
burst,30
sing,12
neer,21
cloyd,1
cows,6
burdend,2
distend,1
ornamental,2
silk,7
tied,9
mens,12
hair,38
fellow,40
riding,5
gallop,2
bob,8
wig,4
silken,7
speciator,45
term,42
fignify,1
different,19
quantities,6
commodi,1
ties,7
pepper,2
hops,7
accordingly,4
draind,1
marshy,2
grounds,6
baggxe2x80x99d,1
cloud,14
arthur,3
ought,28
lagged,2
hot,24
mortimers,13
husbandry,21
load,10
laggd,1
honeyd,1
venom,1
hebrings,1
hive,4
selastian,1
swell,19
slin,1
seemed,5
porringer,1
jwisemans,4
surgery,28
kids,3
valley,2
strayd,2
chance,12
fold,5
conveyd,2
drain,2
tagging,1
udders,1
wirgil,8
bagatelle,1
lagatelle,1
trifle,3
im,16
portance,1
heaps,7
cypherd,1
seals,3
rich,44
trifles,1
serious,3
bagatelles,1
bagg,1
agf,2
bagage,1
furniture,5
utensils,1
army,28
hundred,34
seventy,3
thousand,34
footmen,1
twelve,13
horsemen,6
beside,22
baggage,5
judith,1
riches,9
spared,2
left,55
march,13
readiness,1
carried,29
among,65
goods,9
dolabella,1
grew,15
desperate,7
egypt,3
pack,4
hag,3
coins,17
worthless,5
woman,41
french,38
lagoasie,1
called,153
women,23
follow,22
camps,2
spark,5
indignation,4
tagga,1
win,7
hers,3
hagage,1
meets,2
vanity,3
cre,2
dit,1
relations,4
turns,16
account,26
speciat,5
bagnio,1
agito,1
ital,28
bath,16
bathing,3
sweat,7
otherwise,21
cleansing,1
instances,2
fevers,1
produced,17
air,107
lagnio,1
arbuthnot,49
eagpipe,1
fipe,1
wind,63
musical,5
consisting,21
leathern,4
blows,30
footbail,1
port,8
tube,10
fixed,15
stopped,6
valve,1
pipes,6
flutes,2
pipe,8
drone,2
pass,61
third,13
reed,5
plaid,1
compressing,2
arm,28
opening,11
stopping,2
holes,11
cight,2
fingers,9
toakes,1
o0ompass,1
octaves,1
coaloars,1
banners,3
shirts,2
poate,2
instead,14
drum,6
flie,1
bagpipe,4
animated,3
sound,36
27,9
bacpi,1
plays,7
evermore,2
peep,4
throxe2x80x99,2
laugh,10
parrots,1
happer,1
venice,13
baguette,1
architeampure,3
moulding,5
astragal,1
carved,4
en,24
riched,1
baigne,2
siagner,1
drench,6
soak,3
forslow,2
haigne,1
plead,4
heels,4
perfume,4
jugurth,1
dungeon,2
bail,13
etymologists,2
derivations,1
tailler,1
deliver,9
delivers,2
surety,4
freeing,1
setting,4
arrested,1
prisoned,1
action,35
criminal,8
security,6
ta,5
ken,4
appearance,17
common,106
special,9
actions,11
prejudice,3
slight,10
proof,9
sureties,2
case,20
whereas,5
causes,15
weight,39
apparent,1
speciality,1
soaccial,1
difference,20
tween,4
mainprise,1
mainprised,1
large,62
until,14
bailed,2
accounted,4
law,79
ward,9
